"code_insee","commune","code_region","region","code_departement","departement","pop_tot","pop_cl","pop_0_14","pop_15_29","pop_18_24","pop_75p","pop_femmes","pop_act_15p","pop_chom","pop_agric","pop_indep","pop_cadres","pop_interm","pop_empl","pop_ouvr","pop_scol_18_24","pop_non_scol_15p","pop_dipl_aucun","pop_dipl_bepc","pop_dipl_capbep","pop_dipl_bac","pop_dipl_sup2","pop_dipl_sup34","pop_dipl_sup","log_rp","log_proprio","log_loc","log_hlm","log_sec","log_maison","log_appart","age_0_14","age_15_29","age_75p","femmes","chom","agric","indep","cadres","interm","empl","ouvr","etud","dipl_aucun","dipl_bepc","dipl_capbep","dipl_bac","dipl_sup2","dipl_sup34","dipl_sup","resid_sec","proprio","locataire","hlm","maison","appart"
"13018","Cabannes","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",4443,"3 001-5 000",791,654,273,420,2293,2091,297,35,210,245,535,585,525,96,3355,946,185,939,532,357,217,179,1862,1255,553,72,48,1494,348,17.8032860679721,14.7197839297772,9.45307224848076,51.6092730137295,14.2037302725968,1.67384026781444,10.0430416068867,11.7168818747011,25.5858440937351,27.9770444763271,25.1076040172166,35.1648351648352,28.1967213114754,5.51415797317437,27.9880774962742,15.8569299552906,10.6408345752608,6.46795827123696,5.33532041728763,2.5130890052356,67.4006444683136,29.6992481203008,3.86680988184748,80.2363050483351,18.6895810955961
"13019","Cabriès","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",9834,"5 001-10 000",1888.65118148263,1359.28697272905,602.91768358976,888.240851192652,5033.6653252208,4669.9129134888,354.096391903281,0,447.593753810327,1591.44445799228,1377.39717880437,830.561598307574,399.776107220586,391.258741640702,7082.69124418163,739.717154410484,341.09931769692,1133.14967790242,1079.30758904048,951.806281944196,974.693142535095,1862.91808065203,3900.04418358446,2984.95301152176,794.738184927034,142.23534843306,94.2654102801868,3346.01197292876,532.139240641167,19.2053201289672,13.8223202433298,9.03234544633569,51.1863466058654,7.58250525144681,0,9.58462742458164,34.0786752874015,29.4951362974207,17.78537659468,8.56067585470071,64.8942222611809,10.4440124369131,4.81595633548378,15.9988574799628,15.2386649626598,13.4384833268865,13.76162123876,26.302404219334,2.35999258607747,76.5363896154208,20.3776713164466,3.64701889870217,85.7942068198187,13.6444413343053
"13020","Cadolive","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",2162,"2 000-3 000",410,290,117,165,1116,1068,101,0,85,235,350,210,160,52,1605,261,85,374,269,235,171,210,894,680,184,0,24,753,135,18.9639222941721,13.413506012951,7.631822386679,51.6188714153561,9.45692883895131,0,7.95880149812734,22.0037453183521,32.7715355805243,19.6629213483146,14.9812734082397,44.4444444444444,16.2616822429907,5.29595015576324,23.3021806853583,16.7601246105919,14.6417445482866,10.6542056074766,13.0841121495327,2.61437908496732,76.0626398210291,20.5816554809843,0,84.2281879194631,15.1006711409396
"13021","Carry-le-Rouet","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",5756.00000000001,"5 001-10 000",704.07596353848,581.671952635956,243.796418409157,928.651917425753,3003.43882109019,2223.48094155694,205.35548936539,5.0580169794431,187.146628239395,854.804869525884,526.033765862082,475.453596067651,171.972577301065,114.311183735414,4758.55905165383,625.170898659167,300.44620857892,912.442940485293,841.654025379332,626.182502055056,543.231023592189,909.431452903869,2793.02531474536,2015.11396461013,666.634976587479,46.5337562108765,1051.54948210256,1731.86501376132,914.489469883312,12.2320355027533,10.1054891006941,16.1336330338039,52.1792706930192,9.23576566487657,0.227481912927994,8.41683077833579,38.444443284831,23.6581189445114,21.3832998152314,7.73438503955178,46.8879668049793,13.1378194926863,6.31380645522304,19.1747739301076,17.6871615176619,13.1590781002797,11.4158722776255,19.1114882264159,27.3515157765874,72.1480737740413,23.86784584687,1.66606997670979,62.006778263634,32.741896933601
"13022","Cassis","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",7027,"5 001-10 000",744.938039940073,800.886098572568,330.507975995665,1295.48580124485,3771.5760127622,2908.1907285425,330.507975995665,15.5411273979153,414.430063944408,606.103968518697,699.350732906188,802.95824889229,341.904802754137,169.916326217207,5867.63189611552,1011.44260091637,368.842756910523,1000.98974794998,1118.9611726499,682.737407754721,672.412778749802,1012.24543118422,3636.58768851849,2072.15031972204,1378.97991518133,279.740293162475,2021.21032014495,1389.37678937363,2204.76794018425,10.6010821110015,11.3972690845676,18.4358303862936,53.6726343071325,11.3647283430171,0.534391614875413,14.2504430633443,20.8412729801411,24.0476226693936,27.6102334352296,11.7566155272591,51.41065830721,17.237662805432,6.28605821634284,17.0595184850068,19.0700642518266,11.6356550622527,11.4596960179958,17.2513451611432,35.7243280345109,56.9806229687318,37.9196112755668,7.69238410077878,38.2055077005347,60.6273828387306
"13023","Ceyreste","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",4656,"3 001-5 000",759.71823749914,559.129366118627,242.257091039266,539.997474490351,2457.23693944515,2090.19418148679,182.177332461528,14.535425462356,242.257091039266,532.965600286386,639.558720343664,513.585033003245,174.425105548272,130.818829161204,3573.59531723656,502.744431222813,181.208304097371,759.71823749914,632.775521794564,515.523089731559,447.691104240564,533.934628650543,1983.60106142951,1436.10003568077,477.730983529434,104.655063328963,133.961549903317,1660.91461616521,318.810331807675,16.3169724548784,12.0087922276337,11.5978839022842,52.7757074623099,8.7158089939731,0.695410292072324,11.5901715345387,25.4983773759852,30.5980528511822,24.5711636532221,8.34492350486788,54.0000000000002,14.0683089883715,5.07075614363347,21.2592129230409,17.7069719881961,14.425894483492,12.5277504725062,14.9411050007596,6.32621435542817,72.3986321446019,24.0840254030289,5.27601367855399,83.732291157792,16.0723009281876
"13024","Charleval","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",2684,"2 000-3 000",521,374,149,304,1376,1205,141,15,105,210,285,350,285,58,1995,456,132,531,336,220,153,167,1112,742,345,103,48,911,193,19.4113263785395,13.9344262295082,11.3263785394933,51.2667660208644,11.701244813278,1.2448132780083,8.71369294605809,17.4273858921162,23.6514522821577,29.045643153527,23.6514522821577,38.9261744966443,22.8571428571429,6.61654135338346,26.6165413533835,16.8421052631579,11.0275689223058,7.66917293233083,8.37092731829574,4.13793103448276,66.726618705036,31.0251798561151,9.26258992805755,81.9244604316547,17.3561151079137
"13025","Châteauneuf-le-Rouge","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",2307,"2 000-3 000",386.365433046636,346.663721881443,125.883474426222,247.258128160013,1166.63996694497,1136.82460751065,93.928438610335,4.84167209331624,121.041802332906,338.917046532137,406.700455838564,227.558588385863,77.4667534930598,72.6250813997436,1758.9227190366,155.563929274512,63.9100716317744,288.036617944859,307.088095173928,275.826523875272,267.607031809672,400.890449326585,938.316051684687,688.485771669569,237.241932572496,5.81000651197949,28.9988801791713,658.467404691009,278.880312575015,16.7475263565945,15.0266025956412,10.7177342071961,50.5695694384469,8.26235093696765,0.425894378194209,10.6473594548552,29.8126064735947,35.7751277683135,20.0170357751278,6.81431005110734,57.6923076923078,8.84427312188666,3.63347809088391,16.3757403794649,17.4588736531942,15.6815601328038,15.2142575062221,22.7918171155445,2.99787372487833,73.374613003096,25.2837977296182,0.619195046439629,70.1754385964913,29.7213622291021
"13026","Châteauneuf-les-Martigues","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",17425,"10 001-50 000",3880.92205239757,2807.85447555851,1120.25164045723,1310.47721119729,9087.85578783878,8341.23935014113,1065.87737701267,34.4931519276289,415.482320982635,843.987717511523,2465.60582563272,2644.40537297024,1836.61574872265,371.488652254464,12556.3470806791,2876.7197115917,658.41938350208,3474.39545670383,2347.04874121139,1576.88146296141,848.332901227796,774.549423480917,7109.43863650142,4083.48401709047,2850.39444408625,1340.3269575687,63.4402643894022,4165.59939997561,2799.84980858993,22.2721495116073,16.113942470924,7.52067266110356,52.1541221683718,12.7784053696365,0.413525502382872,4.98106220840678,10.118253200554,29.5592264186857,31.7027873432921,22.0184995493694,33.1611790457045,22.9104825878715,5.24371761366181,27.6704318093437,18.6921301723403,12.5584411838043,6.75620780292985,6.1685888300487,0.884446332720372,57.4375028166776,40.0931014363314,18.8527818594167,58.5925220394829,39.3821502898258
"13027","Châteaurenard","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",16012,"10 001-50 000",2703.29111958011,2640.04227132793,1140.15977801459,1488.43059359475,8443.66311365173,7587.01398036108,1090.04833107435,157.03712640816,617.127486373768,742.976276038261,1663.11425484203,2146.21925460435,2187.49682235139,404.683955261165,12214.4002325162,3482.0467966905,548.431471627934,3220.69124048491,2165.06349714848,1203.41033376346,906.898918377962,687.857974422961,7292.41198636005,3790.21471409966,3327.42124842408,903.262760345563,178.844026085033,4585.46965230619,2621.19571952924,16.882907316888,16.4878982720955,9.29571942040187,52.7333444519843,14.3672903977234,2.06981464400421,8.13399695810759,9.79273635136891,21.9205376337382,28.2880624730602,28.8321179849372,35.4936179178202,28.5077181884123,4.49004012630881,26.3679851582974,17.7254998684653,9.85238989107166,7.4248338118452,5.63153295559941,2.39376118000946,51.9747748918875,45.6285417588555,12.3863374975941,62.8800136482002,35.9441529693057
"13028","La Ciotat","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",35281,"10 001-50 000",4876.64873682145,4870.4342731514,2161.72070920616,4738.25974563759,18548.4920839021,15133.5569251818,2070.06364410392,44.0858130726333,1209.73024530284,2486.66462073092,3996.43595940211,4619.82618081575,2553.63144988751,991.002878701199,28070.7625521324,5760.62505019857,1769.76279247573,6820.15798815576,5036.87931116456,2985.5733062187,2692.43039787046,3005.33370604865,17418.8983407002,8631.23714162391,8342.57260651665,3795.09880926757,4587.53332189061,5586.78863190367,11781.0846883563,13.8223087123989,13.8046945187251,13.4300607852317,52.5736007593382,13.6786325537217,0.291311641345042,7.99369408846564,16.431461770849,26.4077769632079,30.5270347457345,16.8739673198595,45.8432430461899,20.5217975090633,6.30464808068169,24.2963046532474,17.9435072410669,10.6358824441408,9.59158267564031,10.7062773961598,20.8463298013419,49.5509932534399,47.8938015673688,21.787249314155,32.0731456297086,67.6339252800457
"13030","Cuges-les-Pins","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",5146.99999999999,"5 001-10 000",1012.183426599,876.907920976458,345.335181640344,266.910431134227,2623.34805852204,2535.26870094844,279.758706929018,20.2562981622796,136.874479540499,314.073283328357,891.915553310446,841.066144597088,445.90061143738,134.648453744937,3761.26230004128,611.104710318073,214.956085493864,919.431577519251,745.916889882179,543.250418554598,397.261131976226,329.34148629709,2015.99999999905,1308.97521054855,649.200863544838,70.9952363043968,87.1969633066214,1484.32185763054,508.393585577961,19.6655027510978,17.0372628905471,5.18574764200948,50.9684876340013,11.0346767908412,0.798980327201679,5.39881549791131,12.3881655309697,35.1803165075474,33.1746352677508,17.5879034545951,38.9906562966901,16.2473303260814,5.71499853896137,24.4447609386126,19.8315573437671,14.443300552281,10.561909813412,8.75614248688467,4.14592474351859,64.9293259200976,32.2024237869615,3.52158910240229,73.6270762713908,25.2179357925695
"13031","La Destrousse","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",3757,"3 001-5 000",607.284301801207,494.742197904449,189.229869514596,464.065885586284,1947.61913406819,1614.97530342694,156.183142810387,0,129.028797033438,284.93899042699,527.913902384171,452.738623970945,231.547057590943,96.6638203690935,2912.34703473675,543.000558480898,156.307316259794,788.03820825794,549.094765995372,369.462919679121,245.723931711995,260.719334351634,1512.99999992884,1081.40938247861,394.86046346835,4.32581208399367,28.0751978891821,1068.0536654449,437.362840188896,16.1640751078309,13.1685439953274,12.3520331537472,51.8397427220705,9.67093072438755,0,7.98952137284341,17.6435509460953,32.6886672052477,28.0337800219139,14.3374983567616,51.0827495770362,18.6447752278252,5.36705668642689,27.0585269838617,18.8540293943714,12.6860884115933,8.43731632189246,8.95220697402913,1.82179285793018,71.4745130554839,26.0978495364786,0.285909589173637,70.5917822534787,28.9069953872747
"13032","Éguilles","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",7957.00000000001,"5 001-10 000",1290.95471351594,1203.99669167299,473.78211557319,769.317857734052,4072.26916295471,3706.81263144768,309.02932577188,10.1282592290722,298.811322539188,1149.76174379451,1053.56875982324,770.23935847233,298.784814788559,283.337643421882,6013.55391303667,666.85999908344,224.265807015282,961.020281374068,984.153778475553,824.152270565191,857.49045827783,1495.61131824531,3387.86486921831,2263.04559720828,1027.3552515309,157.292428972665,79.1256887955916,2605.62505508525,775.123599754264,16.2241386642697,15.1312893260398,9.66844109254808,51.1784486986893,8.33679380366172,0.273233643997718,8.06113910382593,31.01753064183,28.4224983719173,20.7790205509124,8.06042399482894,59.8033640588343,11.0892827889639,3.72933892766972,15.9809040589241,16.3655933364466,13.7049119785644,14.2592960947584,24.8706728146729,2.28225856031519,66.798579180947,30.3245640304403,4.64281885625968,76.9105367442371,22.879413131171
"13033","Ensuès-la-Redonne","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",5526.99999999999,"5 001-10 000",958.662649567259,840.306119605875,356.038043453773,360.59731782611,2751.82991280819,2728.14199922495,258.277783083421,19.4292108446465,272.037398093577,630.071668922434,918.720264598643,602.970945203797,342.93697843614,156.158110495467,4156.6248336994,640.03216603911,222.489387647455,941.533048203969,734.126963479834,571.530507592798,436.499820953511,610.412939782726,2241.99999999969,1688.10489685277,484.761816637437,17.2361167112552,421.93740629685,1952.49048364474,270.821155139423,17.3450814106615,15.2036569496269,6.5242865537563,49.7888531356648,9.4671678804401,0.712177403161794,9.97152634176892,23.0952666357335,33.6756761510085,22.1018900546635,12.5703492902337,43.8599507458933,15.3978814939014,5.35264539257057,22.6513838961503,17.6616123141058,13.7498699175152,10.5013042652932,14.6853027204637,15.8388633794304,75.2945984323374,21.6218473076496,0.768783082571703,87.0869974863965,12.0794449214746
"13035","Eyguières","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",6925.99999999999,"5 001-10 000",1221.0175798418,910.194696747739,370.557573981838,548.087313214114,3554.77492919229,3364.20016603187,331.071930852626,50.6226193964261,197.428215646062,597.346908877828,987.141078230309,880.833577497814,592.284646938185,178.19162027542,5194.70641664222,702.104600058593,270.324787576915,1338.4620568415,987.141078230307,757.968600449261,591.981004004241,546.724289481401,3006.9835921477,2002.63082332261,915.256958687382,172.116905947848,296.143106259625,2420.77365953709,571.023146791685,17.6294770407422,13.1417080096411,7.91347550121448,51.3250783885691,9.84102950221095,1.50474457220351,5.8685038315937,17.7559859520014,29.3425191579685,26.1825555563411,17.6055114947811,48.0874316939892,13.5157705507528,5.20385111102484,25.7658845272465,19.002827090821,14.5911730068318,11.3958510168682,10.5246426964547,8.9655388151601,66.5993265993266,30.4377104377105,5.72390572390572,80.5050505050506,18.989898989899
"13036","Eyragues","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",4468.00000000001,"3 001-5 000",746.490602499689,677.427679447128,293.253165902345,478.636566812979,2331.67684327512,2045.93018886243,250.453055930893,79.9893497540071,245.360900058544,241.280248720439,443.873855676219,589.138196219764,414.703758127753,128.062135800214,3405.70855936428,896.789105425251,162.25938319563,853.944960057657,546.173684844544,425.754977098077,289.58164971579,231.204799027325,1953.99999999998,1274.59885700535,587.762070531309,120.681350076735,95.4494331065763,1608.01134025885,285.627081872,16.7074888652571,15.1617654307772,10.7125462581239,52.1861424188701,12.2415250185124,3.90968128773164,11.9926330523999,11.7931809224925,21.6954546197405,28.7956157754989,20.2696925039429,43.6694810799961,26.3319391484469,4.76433553744592,25.0739294091875,16.037005965845,12.5012158168211,8.50283119263277,6.78874292962057,4.65732072061393,65.2302383319019,30.079942197099,6.17611822296501,82.2933132169328,14.6175579258957
"13037","La Fare-les-Oliviers","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",8666,"5 001-10 000",1744,1275,520,716,4456,4339,430,30,265,860,1385,1015,630,218,6354,1042,323,1474,1116,921,706,772,3590,2416,1076,185,58,2720,855,20.1246249711516,14.7126702054004,8.26217401338564,51.4193399492269,9.91011753860336,0.691403549204886,6.10739801797649,19.8202350772067,31.9197971882922,23.3924867480986,14.5194745333026,41.9230769230769,16.3991186654076,5.08341202392194,23.1979855209317,17.5637393767705,14.494806421152,11.1111111111111,12.1498268807051,1.58991228070175,67.2980501392758,29.9721448467967,5.15320334261838,75.7660167130919,23.8161559888579
"13038","Fontvieille","93","Provence-Alpes-Côte d'Azur","13","Bouches-du-Rhône",3567.99999999998,"3 001-5 000",451.665756736212,407.305727056763,171.391023761509,578.871764789692,1901.34761250677,1426.57013813042,152.235556399929,15.1227373907215,206.677411006527,297.413835350855,297.413835350855,408.313909549479,166.350111297936,74.6055044608922,2894.53409486653,546.696454183807,178.448301210513,691.613190002325,582.729480789131,316.205052297106,324.779628219523,254.06198816412,1735.0820699621,1156.38531914383,510.140341313669,32.2618397668723,197.482716425861,1450.77460701654,227.849243353536,12.6587936304993,11.4155192560753,16.2239844391731,53.2888904850555,10.6714386016407,1.0600766822822,14.4877146578567,20.8481747515498,20.8481747515498,28.6220704216192,11.6608435051041,43.5294117647059,18.8872003668354,6.1650094751688,23.8937655365298,20.1320648398167,10.9242123925193,11.2204457634657,8.77730162566405,10.2186854389996,66.6472980825103,29.4015107495643,1.85938407902382,83.6141778036027,13.1319000581058
